#CHROM	POS	LOCUS_ID	Variant_type	DP	QUAL	MQ	FQ	HDR/LCR	Validation	Error	Coding
PyYM_10_v1	1135079	10_5	SNP	182	222	38	-282	HDR	FP	TRUE	CODING
PyYM_10_v1	1135096	10_5	SNP	234	222	41	-282	.	TP	FALSE	CODING
PyYM_10_v1	1135136	10_5	SNP	276	222	53	-282	.	TP	FALSE	CODING
PyYM_10_v1	1135162	10_5	SNP	307	222	56	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166375	10_6	SNP	319	222	47	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166388	10_6	SNP	323	222	47	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166441	10_6	SNP	360	222	48	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166460	10_6	SNP	323	222	48	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166481	10_6	SNP	277	222	46	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166482	10_6	SNP	274	222	46	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166523	10_6	SNP	196	222	36	223	.	TP	FALSE	CODING
PyYM_10_v1	1166544	10_6	SNP	121	83	29	86	.	TP	FALSE	CODING
PyYM_10_v1	1166545	10_6	SNP	121	87	29	90	.	TP	FALSE	CODING
PyYM_10_v1	1166560	10_6	INDEL	54	141	33	-88.5	.	TP	FALSE	CODING
PyYM_10_v1	1166606	10_6	SNP	213	222	36	-282	.	TP	FALSE	CODING
PyYM_10_v1	1166695	10_6	SNP	321	222	46	-282	.	TP	FALSE	CODING
PyYM_11_v1	118245	11_1	SNP	275	222	60	-282	.	TP	FALSE	INTRON
PyYM_11_v1	118409	11_1	SNP	328	222	60	-282	.	TP	FALSE	CODING
PyYM_11_v1	118487	11_1	SNP	407	222	60	-282	.	TP	FALSE	CODING
PyYM_11_v1	118498	11_1	SNP	388	222	60	-282	.	TP	FALSE	INTRON
PyYM_11_v1	118556	11_1	SNP	357	222	60	-282	.	TP	FALSE	INTRON
PyYM_11_v1	322851	11_2	SNP	160	222	51	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322858	11_2	SNP	157	222	50	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322859	11_2	SNP	156	222	50	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322878	11_2	INDEL	147	214	42	-186	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322934	11_2	INDEL	102	141	29	-170	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322976	11_2	SNP	71	222	30	-241	.	TP	FALSE	INTERGENIC
PyYM_11_v1	322981	11_2	SNP	69	222	30	-223	.	TP	FALSE	INTERGENIC
PyYM_11_v1	323022	11_2	INDEL	64	101	30	-176	.	TP	FALSE	INTERGENIC
PyYM_11_v1	323062	11_2	SNP	12	8.61	29	-36	HDR	FP	TRUE	INTERGENIC
PyYM_11_v1	323064	11_2	SNP	12	8.61	29	-36	HDR	FP	TRUE	INTERGENIC
PyYM_11_v1	323067	11_2	SNP	12	3.04	29	-10.6	HDR	FP	TRUE	INTERGENIC
PyYM_11_v1	323082	11_2	INDEL	50	109	30	-128	HDR	FP	TRUE	INTERGENIC
PyYM_11_v1	323094	11_2	SNP	41	127	36	-135	.	TP	FALSE	INTERGENIC
PyYM_11_v1	323133	11_2	INDEL	94	214	47	-290	.	TP	FALSE	INTERGENIC
PyYM_11_v1	760130	11_3	SNP	202	222	54	-282	.	TP	FALSE	CODING
PyYM_11_v1	760164	11_3	SNP	185	222	44	-282	.	TP	FALSE	CODING
PyYM_11_v1	760436	11_3	SNP	258	222	59	-282	.	TP	FALSE	CODING
PyYM_11_v1	760482	11_3	SNP	246	222	50	-282	.	TP	FALSE	CODING
PyYM_11_v1	918585	11_4	SNP	221	222	43	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918603	11_4	INDEL	153	214	42	-290	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918605	11_4	SNP	NA	NA	NA	NA	.	FN	TRUE	INTERGENIC
PyYM_11_v1	918630	11_4	SNP	69	161	35	66	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918636	11_4	SNP	29	107	22	-39	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918637	11_4	SNP	25	128	21	-63	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918640	11_4	SNP	26	193	24	-105	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918644	11_4	SNP	26	193	24	-105	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918646	11_4	SNP	26	193	24	-105	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918677	11_4	SNP	24	161	19	-99	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918682	11_4	SNP	27	158	19	-99	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918687	11_4	SNP	43	221	25	-138	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918689	11_4	SNP	45	220	25	-141	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918733	11_4	SNP	202	222	36	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918754	11_4	SNP	217	222	36	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918805	11_4	SNP	290	222	35	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	918818	11_4	SNP	255	222	34	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	988424	11_5	INDEL	74	202	40	-94.5	HDR	FP	TRUE	INTRON
PyYM_11_v1	988432	11_5	SNP	90	70	28	57.9	HDR	FP	TRUE	INTRON
PyYM_11_v1	988434	11_5	SNP	100	58	28	61	HDR	FP	TRUE	INTRON
PyYM_11_v1	988437	11_5	SNP	110	41	28	44	HDR	FP	TRUE	INTRON
PyYM_11_v1	988444	11_5	SNP	107	67	28	69.7	HDR	FP	TRUE	INTRON
PyYM_11_v1	988446	11_5	SNP	110	43	28	-108	HDR	FP	TRUE	INTRON
PyYM_11_v1	988453	11_5	INDEL	115	39	27	-46.5	HDR	FP	TRUE	INTRON
PyYM_11_v1	988480	11_5	SNP	135	222	38	-282	HDR	FP	TRUE	INTRON
PyYM_11_v1	988527	11_5	SNP	248	222	44	-282	.	TP	FALSE	CODING
PyYM_11_v1	988672	11_5	SNP	153	222	45	-282	.	TP	FALSE	INTRON
PyYM_11_v1	988673	11_5	SNP	148	222	45	-282	.	TP	FALSE	INTRON
PyYM_11_v1	988675	11_5	SNP	146	222	45	-282	.	TP	FALSE	INTRON
PyYM_11_v1	988691	11_5	SNP	134	222	43	-282	.	TP	FALSE	INTRON
PyYM_11_v1	1257577	11_6	SNP	355	222	54	-282	.	TP	FALSE	CODING
PyYM_11_v1	1257661	11_6	SNP	396	222	50	-282	.	TP	FALSE	CODING
PyYM_11_v1	1257709	11_6	SNP	316	222	52	-282	.	TP	FALSE	CODING
PyYM_11_v1	1451833	11_7	INDEL	NA	NA	NA	NA	.	FN	TRUE	CODING
PyYM_11_v1	1451979	11_7	SNP	333	222	56	-282	.	TP	FALSE	CODING
PyYM_11_v1	1451984	11_7	SNP	320	222	55	-282	.	TP	FALSE	CODING
PyYM_11_v1	1451994	11_7	SNP	282	222	53	-282	.	TP	FALSE	CODING
PyYM_11_v1	1452064	11_7	INDEL	142	214	28	-243	.	TP	FALSE	CODING
PyYM_11_v1	1452090	11_7	SNP	237	222	41	-282	.	TP	FALSE	CODING
PyYM_11_v1	1452098	11_7	SNP	243	222	43	-282	.	TP	FALSE	CODING
PyYM_11_v1	1452109	11_7	SNP	255	222	46	-282	.	TP	FALSE	CODING
PyYM_11_v1	1452148	11_7	SNP	332	222	57	-282	.	TP	FALSE	CODING
PyYM_11_v1	1619279	11_8	SNP	277	222	60	-282	.	TP	FALSE	INTERGENIC
PyYM_11_v1	1619376	11_8	SNP	298	222	60	-282	.	TP	FALSE	INTERGENIC
PyYM_12_v1	342200	12_1	SNP	324	222	54	-282	.	TP	FALSE	INTERGENIC
PyYM_12_v1	342268	12_1	SNP	352	222	54	-282	.	TP	FALSE	INTERGENIC
PyYM_12_v1	1625167	12_2	SNP	310	222	31	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625171	12_2	SNP	298	222	30	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625178	12_2	SNP	303	222	29	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625181	12_2	SNP	300	222	29	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625184	12_2	SNP	299	222	29	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625192	12_2	SNP	289	222	30	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625202	12_2	SNP	300	222	30	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625220	12_2	SNP	298	222	32	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625221	12_2	SNP	299	222	32	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625239	12_2	SNP	301	222	37	-282	.	TP	FALSE	CODING
PyYM_12_v1	1625289	12_2	SNP	305	222	50	-282	.	TP	FALSE	CODING
PyYM_12_v1	1669749	12_3	INDEL	165	10.8	59	-290	.	TP	FALSE	INTERGENIC
PyYM_12_v1	1669806	12_3	SNP	157	222	46	-282	.	TP	FALSE	INTERGENIC
PyYM_12_v1	1669838	12_3	INDEL	120	33.5	42	-85.5	HDR	FP	TRUE	INTERGENIC
PyYM_12_v1	1669851	12_3	SNP	60	38	29	-51	HDR	FP	TRUE	INTERGENIC
PyYM_12_v1	1669869	12_3	SNP	61	43	34	46	HDR	FP	TRUE	INTERGENIC
PyYM_12_v1	1669871	12_3	SNP	56	176	34	68	.	TP	FALSE	INTERGENIC
PyYM_12_v1	1669879	12_3	SNP	70	216	45	-73	.	TP	FALSE	INTERGENIC
PyYM_12_v1	1669902	12_3	INDEL	117	214	49	-290	.	TP	FALSE	INTERGENIC
PyYM_13_v1	1243078	13_1	SNP	241	222	49	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243086	13_1	SNP	260	222	47	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243125	13_1	INDEL	210	11.5	29	-40.5	.	TP	FALSE	CODING
PyYM_13_v1	1243127	13_1	NA	NA	NA	NA	NA	.	FN	TRUE	CODING
PyYM_13_v1	1243127	13_1	NA	NA	NA	NA	NA	.	FN	TRUE	CODING
PyYM_13_v1	1243131	13_1	SNP	190	208	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243144	13_1	SNP	178	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243145	13_1	SNP	179	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243164	13_1	SNP	199	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243180	13_1	SNP	189	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243181	13_1	SNP	189	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243187	13_1	SNP	211	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243194	13_1	SNP	206	222	29	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243199	13_1	SNP	207	222	31	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243204	13_1	SNP	201	222	33	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243248	13_1	INDEL	211	214	39	-240	.	TP	FALSE	CODING
PyYM_13_v1	1243289	13_1	SNP	258	111	34	9.53	.	TP	FALSE	CODING
PyYM_13_v1	1243293	13_1	SNP	264	97.8	34	-23	.	TP	FALSE	CODING
PyYM_13_v1	1243298	13_1	SNP	285	113	33	-59	.	TP	FALSE	CODING
PyYM_13_v1	1243302	13_1	SNP	293	158	32	-199	.	TP	FALSE	CODING
PyYM_13_v1	1243317	13_1	SNP	322	222	37	-282	.	TP	FALSE	CODING
PyYM_13_v1	1243327	13_1	SNP	334	222	40	-282	.	TP	FALSE	CODING
PyYM_14_v1	262045	14_1	SNP	168	222	39	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	262052	14_1	SNP	NA	NA	NA	NA	.	FN	TRUE	INTERGENIC
PyYM_14_v1	262055	14_1	INDEL	174	214	50	-192	.	TP	FALSE	INTERGENIC
PyYM_14_v1	262068	14_1	SNP	159	86	35	86	.	TP	FALSE	INTERGENIC
PyYM_14_v1	262087	14_1	SNP	22	83	29	82.5	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	262091	14_1	INDEL	23	64	29	67	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	262101	14_1	SNP	138	49	31	-148	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	262105	14_1	SNP	145	88	31	-143	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	262132	14_1	SNP	167	222	43	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	262203	14_1	SNP	233	222	53	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	262204	14_1	SNP	233	222	53	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	657359	14_2	SNP	173	222	60	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	657367	14_2	SNP	174	222	60	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	657416	14_2	SNP	167	222	58	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	657420	14_2	SNP	172	222	58	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	657457	14_2	SNP	257	222	58	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1174230	14_3	SNP	320	222	60	-282	.	TP	FALSE	CODING
PyYM_14_v1	1174274	14_3	SNP	320	222	60	-282	.	TP	FALSE	CODING
PyYM_14_v1	1174348	14_3	SNP	387	222	60	-282	.	TP	FALSE	CODING
PyYM_14_v1	1174359	14_3	SNP	357	222	59	-282	.	TP	FALSE	CODING
PyYM_14_v1	1174427	14_3	SNP	328	222	56	-282	.	TP	FALSE	CODING
PyYM_14_v1	1300867	14_4	SNP	108	222	60	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1300965	14_4	SNP	129	202	58	-282	.	TP	FALSE	CODING
PyYM_14_v1	1300980	14_4	INDEL	111	214	58	-290	.	TP	FALSE	CODING
PyYM_14_v1	1586724	14_5	INDEL	26	48	29	-46.5	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1586766	14_5	SNP	32	154	29	-123	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1586767	14_5	SNP	32	154	29	-123	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1586769	14_5	SNP	35	154	29	-123	.	TP	FALSE	INTERGENIC
PyYM_14_v1	1586950	14_5	SNP	263	172	32	175	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586956	14_5	SNP	266	194	31	197	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586968	14_5	SNP	97	222	28	-265	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586969	14_5	SNP	97	222	28	-265	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586974	14_5	SNP	256	222	27	-227	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586975	14_5	SNP	256	222	27	-227	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586980	14_5	SNP	274	87	28	90	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	1586981	14_5	SNP	274	88	28	91	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	2031662	14_6	SNP	237	222	53	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	2031718	14_6	INDEL	175	214	44	-282	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	2031726	14_6	SNP	149	222	31	-282	HDR	FP	TRUE	INTERGENIC
PyYM_14_v1	2031776	14_6	INDEL	162	177	37	-290	.	TP	FALSE	INTERGENIC
PyYM_14_v1	2031830	14_6	SNP	239	222	35	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	2031841	14_6	SNP	217	222	34	-282	.	TP	FALSE	INTERGENIC
PyYM_14_v1	2031845	14_6	INDEL	NA	NA	NA	NA	.	FN	TRUE	INTERGENIC
PyYM_14_v1	2031852	14_6	INDEL	239	214	31	-290	.	TP	FALSE	INTERGENIC
